dewpoint_1000_hpa,dewpoint_850_hpa,k_index,showalter_index,dewpoint_500_hpa,lifted_index,convective_available_potential_energy,cross_totals_index,dewpoint_700_hpa,rain
17.0,11.4,23.3,5.15,17.5,3.77,0.0,14.9,0.2,0
20.8,13.2,28.3,2.74,11.9,0.71,31.21,17.1,3.6,1
20.8,13.2,28.3,2.74,11.9,0.71,31.21,17.1,3.6,0
21.2,13.5,34.6,2.46,18.5,-0.6,188.26,18.0,8.0,0
21.2,13.5,34.6,2.46,18.5,-0.6,188.26,18.0,8.0,0
19.2,5.0,-5.1,7.82,22.9,2.74,0.0,9.9,22.2,0
19.2,5.0,-5.1,7.82,22.9,2.74,0.0,9.9,22.2,0
15.4,4.2,-12.7,8.4,23.9,1.88,0.0,10.1,29.8,0
15.4,4.2,-12.7,8.4,23.9,1.88,0.0,10.1,29.8,0
16.6,10.8,18.7,5.38,13.1,3.45,0.0,14.9,-3.2,1
16.6,10.8,18.7,5.38,13.1,3.45,0.0,14.9,-3.2,0
22.3,14.0,35.0,0.79,-8.3,-1.44,158.16,19.7,7.9,1
22.3,14.0,35.0,0.79,-8.3,-1.44,158.16,19.7,7.9,1
21.0,14.1,34.5,2.09,-7.8,0.3,38.84,18.4,7.3,1
21.0,14.1,34.5,2.09,-7.8,0.3,38.84,18.4,7.3,1
20.9,15.5,34.2,0.31,-7.7,0.89,2.96,20.8,5.2,1
20.9,15.5,34.2,0.31,-7.7,0.89,2.96,20.8,5.2,0
20.2,12.6,29.1,2.58,-7.4,0.68,0.79,17.5,2.8,1
20.2,12.6,29.1,2.58,-7.4,0.68,0.79,17.5,2.8,0
21.0,13.6,25.3,2.06,-9.7,-0.88,271.69,18.5,-2.2,1
21.0,13.6,25.3,2.06,-9.7,-0.88,271.69,18.5,-2.2,0
21.6,7.8,22.5,5.48,23.9,-1.07,128.31,13.7,-1.2,1
21.6,7.8,22.5,5.48,23.9,-1.07,128.31,13.7,-1.2,0
19.6,13.7,26.2,1.97,35.1,1.39,0.0,18.8,-0.6,1
19.6,13.7,26.2,1.97,35.1,1.39,0.0,18.8,-0.6,0
20.3,10.8,21.3,4.26,31.7,1.35,5.13,15.5,-2.6,1
20.3,10.8,21.3,4.26,31.7,1.35,5.13,15.5,-2.6,0
20.0,13.2,33.4,2.24,11.9,0.57,4.96,18.1,5.3,0
20.0,13.2,33.4,2.24,11.9,0.57,4.96,18.1,5.3,0
20.4,13.0,32.2,2.52,14.9,-0.72,210.59,17.9,4.7,0
20.4,13.0,32.2,2.52,14.9,-0.72,210.59,17.9,4.7,0
21.0,13.2,27.3,2.24,18.9,-0.32,40.97,18.1,1.4,0
21.0,13.2,27.3,2.24,18.9,-0.32,40.97,18.1,1.4,0
19.6,10.4,11.9,5.41,40.1,1.48,2.2,14.5,11.4,0
19.6,10.4,11.9,5.41,40.1,1.48,2.2,14.5,11.4,0
16.8,8.4,9.1,5.84,39.3,3.42,0.0,13.7,12.4,0
16.8,8.4,9.1,5.84,39.3,3.42,0.0,13.7,12.4,0
19.4,11.6,12.1,4.99,13.9,1.31,4.03,15.5,10.2,0
19.4,11.6,12.1,4.99,13.9,1.31,4.03,15.5,10.2,0
19.6,10.2,26.3,4.88,12.9,0.77,0.51,15.1,3.2,1
19.6,10.2,26.3,4.88,12.9,0.77,0.51,15.1,3.2,1
21.3,13.0,27.3,2.02,17.5,-1.83,376.66,18.5,1.4,1
21.3,13.0,27.3,2.02,17.5,-1.83,376.66,18.5,1.4,0
20.2,14.3,26.2,0.61,17.3,-0.29,82.27,19.6,-2.0,1
20.2,14.3,26.2,0.61,17.3,-0.29,82.27,19.6,-2.0,0
19.4,13.7,30.2,0.47,13.1,0.14,17.69,19.8,1.2,1
19.4,13.7,30.2,0.47,13.1,0.14,17.69,19.8,1.2,0
19.6,10.8,27.5,3.06,-8.0,-1.29,98.11,16.7,1.4,1
19.6,10.8,27.5,3.06,-8.0,-1.29,98.11,16.7,1.4,0
21.1,12.2,29.9,2.04,11.5,-0.85,53.04,17.7,3.8,1
21.1,12.2,29.9,2.04,11.5,-0.85,53.04,17.7,3.8,1
21.5,13.8,29.7,0.18,-7.3,-1.84,178.81,19.9,0.6,1
21.5,13.8,29.7,0.18,-7.3,-1.84,178.81,19.9,0.6,0
21.9,11.8,29.9,1.79,-9.5,-2.47,309.26,18.1,2.8,1
21.9,11.8,29.9,1.79,-9.5,-2.47,309.26,18.1,2.8,0
21.1,11.8,30.9,1.79,10.0,-2.09,210.66,18.1,4.0,1
21.1,11.8,30.9,1.79,10.0,-2.09,210.66,18.1,4.0,0
19.4,13.5,23.0,1.46,-9.5,-0.52,71.3,19.0,-2.6,1
19.4,13.5,23.0,1.46,-9.5,-0.52,71.3,19.0,-2.6,0
19.8,10.2,22.7,5.43,33.3,2.9,0.0,13.5,-1.4,0
19.8,10.2,22.7,5.43,33.3,2.9,0.0,13.5,-1.4,0
18.6,13.2,28.1,0.94,14.7,-0.62,13.29,18.9,0.0,0
18.6,13.2,28.1,0.94,14.7,-0.62,13.29,18.9,0.0,0
22.2,12.6,25.7,2.49,10.5,-1.02,330.97,17.1,-0.4,1
22.2,12.6,25.7,2.49,10.5,-1.02,330.97,17.1,-0.4,1
21.4,14.2,31.7,1.42,10.3,0.23,25.6,18.5,4.4,1
21.4,14.2,31.7,1.42,10.3,0.23,25.6,18.5,4.4,1
21.0,14.1,35.6,0.9,10.3,-0.58,22.04,19.4,6.8,1
21.0,14.1,35.6,0.9,10.3,-0.58,22.04,19.4,6.8,1
21.1,15.0,35.9,0.13,-9.5,-0.83,66.17,20.3,6.4,1
21.1,15.0,35.9,0.13,-9.5,-0.83,66.17,20.3,6.4,1
20.6,13.2,31.9,1.14,-7.7,0.33,0.0,18.7,4.2,0
20.6,13.2,31.9,1.14,-7.7,0.33,0.0,18.7,4.2,1
19.8,14.4,34.5,1.12,-7.3,0.85,32.68,19.1,5.6,0
19.8,14.4,34.5,1.12,-7.3,0.85,32.68,19.1,5.6,0
21.0,12.8,30.7,2.1,-8.6,-0.79,59.55,17.9,4.2,0
21.0,12.8,30.7,2.1,-8.6,-0.79,59.55,17.9,4.2,1
20.2,15.1,34.2,1.04,-8.2,-0.3,95.05,19.4,6.2,1
20.2,15.1,34.2,1.04,-8.2,-0.3,95.05,19.4,6.2,1
21.8,16.5,33.0,-0.46,-9.1,-1.04,160.97,21.0,5.0,1
21.8,16.5,33.0,-0.46,-9.1,-1.04,160.97,21.0,5.0,0
21.2,15.0,33.7,0.32,-8.3,-0.53,33.03,20.3,6.2,1
21.2,15.0,33.7,0.32,-8.3,-0.53,33.03,20.3,6.2,1
20.3,13.4,31.5,2.45,-8.4,0.42,0.0,18.1,5.8,1
20.3,13.4,31.5,2.45,-8.4,0.42,0.0,18.1,5.8,1
23.2,16.4,34.0,-0.16,-6.2,-1.95,547.49,20.7,6.3,1
23.2,16.4,34.0,-0.16,-6.2,-1.95,547.49,20.7,6.3,1
22.5,14.8,32.2,1.82,-7.3,-0.61,168.21,18.7,6.5,1
22.5,14.8,32.2,1.82,-7.3,-0.61,168.21,18.7,6.5,1
22.4,17.0,35.9,-0.69,-8.2,-0.49,97.89,21.5,8.2,1
22.4,17.0,35.9,-0.69,-8.2,-0.49,97.89,21.5,8.2,1
21.6,15.8,36.4,0.43,-5.1,0.27,20.19,20.3,8.7,1
21.6,15.8,36.4,0.43,-5.1,0.27,20.19,20.3,8.7,1
22.2,16.0,33.0,0.63,-7.2,-0.98,192.17,20.1,5.9,1
22.2,16.0,33.0,0.63,-7.2,-0.98,192.17,20.1,5.9,1
22.7,16.2,33.7,-0.37,-6.2,-2.3,476.73,21.1,4.6,1
22.7,16.2,33.7,-0.37,-6.2,-2.3,476.73,21.1,4.6,0
21.7,16.4,37.6,-1.29,-8.5,-2.89,582.48,22.3,7.3,1
21.7,16.4,37.6,-1.29,-8.5,-2.89,582.48,22.3,7.3,0
19.2,14.0,28.7,1.09,10.1,0.55,0.0,19.1,0.6,0
19.2,14.0,28.7,1.09,10.1,0.55,0.0,19.1,0.6,0
21.8,13.8,31.9,0.98,10.3,-2.78,676.8,19.1,5.4,0
21.8,13.8,31.9,0.98,10.3,-2.78,676.8,19.1,5.4,0
20.2,12.0,27.7,3.12,17.7,-0.15,30.48,16.7,2.4,0
20.2,12.0,27.7,3.12,17.7,-0.15,30.48,16.7,2.4,0
19.6,14.3,32.2,0.41,-8.7,-0.28,4.59,20.0,4.6,0
19.6,14.3,32.2,0.41,-8.7,-0.28,4.59,20.0,4.6,0
20.9,15.0,35.3,0.33,-8.3,-0.97,106.08,20.1,6.4,1
20.9,15.0,35.3,0.33,-8.3,-0.97,106.08,20.1,6.4,1
21.6,16.1,34.2,-0.87,-6.6,-1.76,273.52,21.6,5.2,1
21.6,16.1,34.2,-0.87,-6.6,-1.76,273.52,21.6,5.2,1
22.1,13.2,33.9,2.84,-8.8,-0.69,199.21,17.5,7.2,0
22.1,13.2,33.9,2.84,-8.8,-0.69,199.21,17.5,7.2,0
21.3,15.4,32.7,0.84,12.3,-0.35,107.3,19.7,5.4,1
21.3,15.4,32.7,0.84,12.3,-0.35,107.3,19.7,5.4,1
21.6,15.9,35.3,-0.66,12.3,-0.84,55.32,21.2,6.5,0
21.6,15.9,35.3,-0.66,12.3,-0.84,55.32,21.2,6.5,0
22.2,14.8,31.5,1.23,19.3,-1.17,474.77,19.1,4.8,1
22.2,14.8,31.5,1.23,19.3,-1.17,474.77,19.1,4.8,1
23.0,16.4,37.1,-1.57,12.9,-3.13,888.16,22.3,6.4,0
23.0,16.4,37.1,-1.57,12.9,-3.13,888.16,22.3,6.4,0
22.2,15.4,28.3,0.34,31.7,-1.58,453.22,20.1,-0.2,1
22.2,15.4,28.3,0.34,31.7,-1.58,453.22,20.1,-0.2,1
22.3,15.5,32.8,0.22,23.3,-1.9,501.57,20.8,4.2,1
22.3,15.5,32.8,0.22,23.3,-1.9,501.57,20.8,4.2,1
22.0,16.7,38.5,-2.0,-7.8,-2.2,517.31,23.0,6.9,1
22.0,16.7,38.5,-2.0,-7.8,-2.2,517.31,23.0,6.9,0
22.2,14.5,32.9,2.2,10.5,-1.36,430.77,19.0,5.5,1
22.2,14.5,32.9,2.2,10.5,-1.36,430.77,19.0,5.5,1
22.6,15.6,36.1,0.92,-7.0,-1.06,261.04,20.1,7.8,1
22.6,15.6,36.1,0.92,-7.0,-1.06,261.04,20.1,7.8,1
21.8,15.0,33.3,0.52,-6.3,-1.26,161.17,20.1,5.8,1
21.8,15.0,33.3,0.52,-6.3,-1.26,161.17,20.1,5.8,1
22.2,16.9,38.6,-0.6,-4.7,-1.02,234.16,21.6,9.8,1
21.6,15.3,31.2,1.61,-6.6,-0.35,130.84,19.6,5.4,1
21.6,15.3,31.2,1.61,-6.6,-0.35,130.84,19.6,5.4,1
21.3,14.6,31.1,2.1,-8.2,-0.95,277.22,18.9,5.2,1
21.3,14.6,31.1,2.1,-8.2,-0.95,277.22,18.9,5.2,1
21.5,13.8,19.7,1.78,10.9,-1.81,293.69,18.7,-5.6,0
21.5,13.8,19.7,1.78,10.9,-1.81,293.69,18.7,-5.6,1
21.8,7.6,24.8,8.55,13.1,0.01,203.8,10.7,5.7,0
21.8,7.6,24.8,8.55,13.1,0.01,203.8,10.7,5.7,0
21.8,14.2,28.1,2.71,-9.3,-0.59,305.98,17.5,2.8,1
21.8,14.2,28.1,2.71,-9.3,-0.59,305.98,17.5,2.8,1
23.0,16.4,36.9,-1.17,-8.9,-3.2,766.99,21.9,6.8,1
23.0,16.4,36.9,-1.17,-8.9,-3.2,766.99,21.9,6.8,0
22.1,15.5,35.2,0.83,-9.3,-2.11,981.8,19.8,6.4,1
22.1,15.5,35.2,0.83,-9.3,-2.11,981.8,19.8,6.4,1
21.2,12.0,29.9,1.92,-6.8,-1.08,32.06,17.9,3.6,0
21.2,12.0,29.9,1.92,-6.8,-1.08,32.06,17.9,3.6,0
20.4,13.9,33.4,1.29,11.9,-0.37,45.99,18.8,5.2,0
20.4,13.9,33.4,1.29,11.9,-0.37,45.99,18.8,5.2,1
21.6,14.8,34.4,1.12,10.7,-0.38,51.32,19.5,6.3,0
21.6,14.8,34.4,1.12,10.7,-0.38,51.32,19.5,6.3,0
20.4,14.8,30.7,1.82,11.9,0.83,0.39,18.7,4.6,0
20.4,14.8,30.7,1.82,11.9,0.83,0.39,18.7,4.6,0
21.4,13.8,30.7,1.08,-8.1,-0.79,67.63,19.1,4.2,0
21.4,13.8,30.7,1.08,-8.1,-0.79,67.63,19.1,4.2,1
21.9,14.0,31.3,2.08,-7.5,-2.09,499.16,19.1,5.6,0
21.9,14.0,31.3,2.08,-7.5,-2.09,499.16,19.1,5.6,0
21.8,16.6,34.9,-0.96,-9.0,-1.59,450.65,21.5,4.0,1
21.8,16.6,34.9,-0.96,-9.0,-1.59,450.65,21.5,4.0,0
21.6,13.6,31.5,0.78,-8.4,-2.98,265.81,18.9,3.6,0
21.6,13.6,31.5,0.78,-8.4,-2.98,265.81,18.9,3.6,0
23.2,15.6,33.9,0.32,-9.6,-2.32,756.77,20.5,5.8,1
23.2,15.6,33.9,0.32,-9.6,-2.32,756.77,20.5,5.8,0
22.8,16.0,33.5,-0.74,-7.9,-1.92,487.25,21.1,3.6,1
22.8,16.0,33.5,-0.74,-7.9,-1.92,487.25,21.1,3.6,1
21.8,15.9,35.1,-0.56,16.3,-1.63,358.52,21.2,5.3,1
21.8,15.9,35.1,-0.56,16.3,-1.63,358.52,21.2,5.3,1
21.4,14.6,34.5,0.01,-6.6,-1.91,393.02,20.7,5.0,1
21.4,14.6,34.5,0.01,-6.6,-1.91,393.02,20.7,5.0,1
22.6,14.5,35.0,0.91,-8.1,-2.45,900.42,19.8,6.6,1
22.6,14.5,35.0,0.91,-8.1,-2.45,900.42,19.8,6.6,1
22.6,15.3,34.8,0.34,-5.1,-0.69,147.81,20.2,6.0,1
22.6,15.3,34.8,0.34,-5.1,-0.69,147.81,20.2,6.0,1
21.3,15.2,32.7,0.52,-6.6,-0.28,70.98,20.3,4.6,1
21.3,15.2,32.7,0.52,-6.6,-0.28,70.98,20.3,4.6,1
21.1,16.3,37.4,-0.31,-6.0,0.6,5.98,21.6,8.0,1
21.1,16.3,37.4,-0.31,-6.0,0.6,5.98,21.6,8.0,1
22.1,15.0,36.4,0.51,-6.7,-1.45,234.89,20.5,7.1,1
22.1,15.0,36.4,0.51,-6.7,-1.45,234.89,20.5,7.1,1
21.5,15.8,34.9,0.6,-5.1,0.39,100.82,20.9,5.2,1
21.5,15.8,34.9,0.6,-5.1,0.39,100.82,20.9,5.2,1
22.3,13.6,32.8,2.78,-6.2,-0.77,193.14,18.9,6.9,1
22.3,13.6,32.8,2.78,-6.2,-0.77,193.14,18.9,6.9,1
20.5,14.3,32.9,2.39,-7.2,0.54,40.26,18.6,5.9,1
20.5,14.3,32.9,2.39,-7.2,0.54,40.26,18.6,5.9,0
20.7,14.6,33.7,0.51,-8.4,-0.89,66.6,20.1,5.8,1
20.7,14.6,33.7,0.51,-8.4,-0.89,66.6,20.1,5.8,1
22.1,15.5,35.7,1.4,-4.6,-0.69,260.11,20.0,8.3,1
22.1,15.5,35.7,1.4,-4.6,-0.69,260.11,20.0,8.3,1
22.3,14.8,35.0,1.41,-5.8,-0.53,132.95,19.7,7.9,1
22.3,14.8,35.0,1.41,-5.8,-0.53,132.95,19.7,7.9,1
22.7,15.0,34.7,1.01,-8.1,-2.44,866.77,19.9,6.2,1
22.7,15.0,34.7,1.01,-8.1,-2.44,866.77,19.9,6.2,0
20.6,15.2,35.1,0.13,-9.2,-0.67,59.09,20.5,6.0,1
20.6,15.2,35.1,0.13,-9.2,-0.67,59.09,20.5,6.0,0
22.2,14.5,34.9,0.72,10.0,-2.49,852.88,19.6,6.5,0
22.2,14.5,34.9,0.72,10.0,-2.49,852.88,19.6,6.5,0
22.8,15.0,34.1,-1.47,-8.2,-4.18,626.82,21.9,4.8,1
22.8,15.0,34.1,-1.47,-8.2,-4.18,626.82,21.9,4.8,1
22.4,14.9,34.5,0.01,-8.2,-3.2,633.46,21.0,5.5,1
22.4,14.9,34.5,0.01,-8.2,-3.2,633.46,21.0,5.5,0
21.9,13.6,33.5,0.27,-8.7,-3.53,529.1,19.9,5.4,1
21.9,13.6,33.5,0.27,-8.7,-3.53,529.1,19.9,5.4,1
23.0,15.0,31.9,-0.37,-6.6,-3.19,812.52,20.9,2.8,0
23.0,15.0,31.9,-0.37,-6.6,-3.19,812.52,20.9,2.8,0
23.6,14.0,26.9,1.69,13.7,-3.23,1572.34,18.7,0.0,0
23.6,14.0,26.9,1.69,13.7,-3.23,1572.34,18.7,0.0,1
22.1,13.3,32.9,1.84,-9.3,-2.84,1226.03,18.6,4.7,0
22.1,13.3,32.9,1.84,-9.3,-2.84,1226.03,18.6,4.7,1
20.6,11.4,28.1,2.87,10.0,-1.45,59.42,17.7,3.4,0
20.6,11.4,28.1,2.87,10.0,-1.45,59.42,17.7,3.4,1
21.6,15.8,35.6,0.83,12.1,-0.45,319.39,19.9,5.3,1
21.6,15.8,35.6,0.83,12.1,-0.45,319.39,19.9,5.3,0
21.5,14.7,31.2,2.6,12.7,0.13,273.11,18.4,4.2,1
21.5,14.7,31.2,2.6,12.7,0.13,273.11,18.4,4.2,1
22.0,15.2,32.4,1.11,-9.7,-0.57,195.4,19.9,4.7,1
22.0,15.2,32.4,1.11,-9.7,-0.57,195.4,19.9,4.7,1
21.3,13.8,31.3,1.97,-9.1,-0.68,97.27,18.7,4.6,0
21.3,13.8,31.3,1.97,-9.1,-0.68,97.27,18.7,4.6,1
22.0,16.5,36.4,-0.99,-6.2,-1.68,294.25,22.0,6.6,1
22.0,16.5,36.4,-0.99,-6.2,-1.68,294.25,22.0,6.6,1
21.7,15.5,34.2,0.7,-6.0,-0.61,170.32,20.6,4.6,1
21.7,15.5,34.2,0.7,-6.0,-0.61,170.32,20.6,4.6,1
21.0,15.3,32.9,0.21,-7.7,-0.29,43.45,20.8,4.5,1
21.0,15.3,32.9,0.21,-7.7,-0.29,43.45,20.8,4.5,1
21.9,13.1,32.3,1.43,-7.7,-2.12,263.26,19.2,4.9,0
21.9,13.1,32.3,1.43,-7.7,-2.12,263.26,19.2,4.9,1
21.7,14.9,34.8,0.61,-6.4,-0.66,94.85,20.4,6.2,1
21.7,14.9,34.8,0.61,-6.4,-0.66,94.85,20.4,6.2,1
21.7,16.0,36.9,-0.3,-6.2,-0.1,111.93,21.5,6.8,1
21.7,16.0,36.9,-0.3,-6.2,-0.1,111.93,21.5,6.8,1
21.7,14.6,34.3,0.7,-6.6,-1.95,505.57,20.5,5.6,1
21.7,14.6,34.3,0.7,-6.6,-1.95,505.57,20.5,5.6,1
22.1,14.8,31.7,0.41,-8.5,-1.94,449.48,20.5,3.4,1
22.1,14.8,31.7,0.41,-8.5,-1.94,449.48,20.5,3.4,1
22.4,14.8,36.9,-0.1,-6.9,-3.47,887.72,21.3,7.0,1
22.4,14.8,36.9,-0.1,-6.9,-3.47,887.72,21.3,7.0,1
21.8,16.0,36.7,0.9,-4.5,0.39,162.98,20.5,7.6,1
21.8,16.0,36.7,0.9,-4.5,0.39,162.98,20.5,7.6,1
22.8,14.7,35.5,0.41,-6.8,-2.67,789.99,20.4,6.1,1
22.8,14.7,35.5,0.41,-6.8,-2.67,789.99,20.4,6.1,0
23.2,14.0,29.3,0.19,-8.9,-3.28,709.04,20.3,1.8,0
23.2,14.0,29.3,0.19,-8.9,-3.28,709.04,20.3,1.8,0
20.1,13.9,27.0,0.58,10.1,-1.84,347.44,19.8,-0.4,0
22.3,13.5,32.7,1.26,11.9,-2.58,648.65,19.4,4.7,0
22.3,13.5,32.7,1.26,11.9,-2.58,648.65,19.4,4.7,0
20.7,11.8,30.9,1.79,10.7,-2.0,328.4,18.1,3.8,0
20.7,11.8,30.9,1.79,10.7,-2.0,328.4,18.1,3.8,0
22.0,12.4,29.5,2.06,-8.3,-2.94,1015.93,18.1,3.0,0
22.0,12.4,29.5,2.06,-8.3,-2.94,1015.93,18.1,3.0,0
19.8,14.3,29.8,0.7,-9.6,-2.18,662.89,19.8,2.8,1
19.8,14.3,29.8,0.7,-9.6,-2.18,662.89,19.8,2.8,1
20.7,14.5,33.8,0.41,12.7,-0.53,49.54,20.2,5.2,1
20.7,14.5,33.8,0.41,12.7,-0.53,49.54,20.2,5.2,1
20.8,12.9,32.5,1.52,-8.2,-0.8,70.4,19.2,5.5,1
20.8,12.9,32.5,1.52,-8.2,-0.8,70.4,19.2,5.5,0
22.4,16.2,37.0,-1.78,-7.6,-3.17,632.59,22.7,5.7,1
22.4,16.2,37.0,-1.78,-7.6,-3.17,632.59,22.7,5.7,0
22.4,13.7,31.2,1.07,-9.5,-2.47,554.32,19.6,4.2,0
22.4,13.7,31.2,1.07,-9.5,-2.47,554.32,19.6,4.2,0
21.4,14.0,30.7,1.09,11.1,-1.56,457.41,19.1,3.6,0
21.4,14.0,30.7,1.09,11.1,-1.56,457.41,19.1,3.6,0
21.6,14.8,32.3,0.12,-7.7,-1.66,333.13,20.5,4.4,1
21.6,14.8,32.3,0.12,-7.7,-1.66,333.13,20.5,4.4,0
22.6,11.8,30.9,2.79,11.3,-2.39,936.03,17.1,4.6,0
22.6,11.8,30.9,2.79,11.3,-2.39,936.03,17.1,4.6,0
19.6,14.4,30.9,0.92,12.9,-0.69,200.66,19.3,3.4,0
19.6,14.4,30.9,0.92,12.9,-0.69,200.66,19.3,3.4,0
22.4,14.1,32.8,-0.21,-9.8,-2.92,546.75,20.6,3.6,1
22.4,14.1,32.8,-0.21,-9.8,-2.92,546.75,20.6,3.6,1
21.7,15.2,33.9,-0.06,10.3,-2.01,635.71,20.5,5.4,1
21.7,15.2,33.9,-0.06,10.3,-2.01,635.71,20.5,5.4,1
22.7,15.6,35.2,-0.45,11.3,-2.46,663.78,20.9,5.9,1
22.7,15.6,35.2,-0.45,11.3,-2.46,663.78,20.9,5.9,1
22.8,15.3,37.0,0.82,-9.0,-1.69,749.98,20.0,7.8,1
22.8,15.3,37.0,0.82,-9.0,-1.69,749.98,20.0,7.8,0
20.1,13.7,30.2,2.37,14.3,-0.2,105.83,18.0,4.0,0
20.1,13.7,30.2,2.37,14.3,-0.2,105.83,18.0,4.0,1
22.7,14.6,36.1,0.91,-5.5,-2.34,596.43,19.9,8.4,1
22.7,14.6,36.1,0.91,-5.5,-2.34,596.43,19.9,8.4,1
21.8,13.4,35.2,2.25,-5.0,1.72,0.0,18.3,7.9,1
21.8,13.4,35.2,2.25,-5.0,1.72,0.0,18.3,7.9,0
20.9,14.9,35.1,0.22,-8.0,-0.49,17.47,20.4,6.7,1
20.9,14.9,35.1,0.22,-8.0,-0.49,17.47,20.4,6.7,1
21.6,16.6,38.9,-0.36,-4.3,-0.56,256.01,20.9,9.0,1
21.6,16.6,38.9,-0.36,-4.3,-0.56,256.01,20.9,9.0,1
23.3,14.8,36.2,0.12,-7.4,-3.41,1290.5,20.5,6.3,1
23.3,14.8,36.2,0.12,-7.4,-3.41,1290.5,20.5,6.3,1
21.7,14.6,34.5,0.9,-8.4,-1.38,283.49,20.1,6.2,1
21.7,14.6,34.5,0.9,-8.4,-1.38,283.49,20.1,6.2,0
20.6,12.4,31.9,2.46,12.3,-0.51,104.08,17.7,4.6,0
20.6,12.4,31.9,2.46,12.3,-0.51,104.08,17.7,4.6,0
21.7,13.4,31.5,1.15,12.7,-2.15,573.77,19.1,3.4,0
21.7,13.4,31.5,1.15,12.7,-2.15,573.77,19.1,3.4,1
21.2,14.2,31.1,0.4,13.9,-2.08,354.37,20.1,3.4,1
21.2,14.2,31.1,0.4,13.9,-2.08,354.37,20.1,3.4,1
21.9,16.4,38.3,-0.5,-5.3,-1.11,233.38,21.7,8.2,1
21.9,16.4,38.3,-0.5,-5.3,-1.11,233.38,21.7,8.2,1
20.0,14.3,32.5,2.01,11.1,-0.15,245.05,18.4,5.1,0
20.0,14.3,32.5,2.01,11.1,-0.15,245.05,18.4,5.1,0
21.0,14.6,38.0,-1.69,11.1,-2.93,166.05,22.3,6.5,1
21.0,14.6,38.0,-1.69,11.1,-2.93,166.05,22.3,6.5,1
22.3,15.4,36.5,-0.18,-6.2,0.11,32.1,21.1,6.2,1
22.3,15.4,36.5,-0.18,-6.2,0.11,32.1,21.1,6.2,1
21.4,13.6,32.9,1.46,-9.9,-2.02,517.69,19.1,5.2,1
21.4,13.6,32.9,1.46,-9.9,-2.02,517.69,19.1,5.2,1
23.4,13.9,30.2,1.38,-8.7,-4.04,1304.49,20.0,4.2,1
23.4,13.9,30.2,1.38,-8.7,-4.04,1304.49,20.0,4.2,1
22.6,15.1,34.5,0.11,19.9,-2.12,328.21,21.0,6.1,1
22.6,15.1,34.5,0.11,19.9,-2.12,328.21,21.0,6.1,0
22.3,13.6,35.5,0.76,19.1,-3.21,840.66,19.7,5.8,1
22.3,13.6,35.5,0.76,19.1,-3.21,840.66,19.7,5.8,1
21.5,14.7,35.4,0.31,-5.8,-0.4,149.86,20.4,4.6,1
21.5,14.7,35.4,0.31,-5.8,-0.4,149.86,20.4,4.6,0
20.4,11.8,29.3,2.39,15.7,-0.54,51.78,17.5,2.6,0
20.4,11.8,29.3,2.39,15.7,-0.54,51.78,17.5,2.6,1
21.6,14.5,34.2,0.31,18.7,-0.7,91.29,20.2,5.4,1
21.6,14.5,34.2,0.31,18.7,-0.7,91.29,20.2,5.4,0
22.5,13.7,23.8,2.37,34.7,-0.49,175.75,18.4,-2.8,1
22.5,13.7,23.8,2.37,34.7,-0.49,175.75,18.4,-2.8,0
21.4,13.3,27.6,1.84,20.3,-1.29,250.7,18.6,1.4,1
21.4,13.3,27.6,1.84,20.3,-1.29,250.7,18.6,1.4,0
21.1,14.3,33.0,-0.5,-9.4,-1.81,123.38,21.0,3.8,1
21.1,14.3,33.0,-0.5,-9.4,-1.81,123.38,21.0,3.8,0
23.0,10.6,32.2,3.41,-7.9,-2.15,715.93,15.9,5.1,1
23.0,10.6,32.2,3.41,-7.9,-2.15,715.93,15.9,5.1,0
22.0,15.9,39.1,-1.79,-7.9,-3.17,605.63,23.0,6.9,1
22.0,15.9,39.1,-1.79,-7.9,-3.17,605.63,23.0,6.9,0
19.4,11.6,32.3,2.27,-9.4,-0.61,49.54,17.7,4.4,0
19.4,11.6,32.3,2.27,-9.4,-0.61,49.54,17.7,4.4,0
20.6,9.8,28.3,4.63,10.3,0.06,0.02,15.5,4.4,0
20.6,9.8,28.3,4.63,10.3,0.06,0.02,15.5,4.4,0
21.0,13.4,30.5,2.15,15.7,0.84,0.05,18.1,4.4,0
21.0,13.4,30.5,2.15,15.7,0.84,0.05,18.1,4.4,0
22.3,15.1,34.2,0.14,10.0,-2.04,647.5,20.2,5.0,1
22.3,15.1,34.2,0.14,10.0,-2.04,647.5,20.2,5.0,0
20.7,12.0,24.9,2.42,19.9,-0.2,16.92,16.9,-0.6,0
20.7,12.0,24.9,2.42,19.9,-0.2,16.92,16.9,-0.6,0
20.4,7.8,13.1,6.34,15.5,-0.8,154.68,12.3,-6.4,0
20.4,7.8,13.1,6.34,15.5,-0.8,154.68,12.3,-6.4,0
20.8,14.4,35.5,0.74,14.7,-0.78,101.35,19.1,8.0,1
20.8,14.4,35.5,0.74,14.7,-0.78,101.35,19.1,8.0,0
22.6,15.6,36.6,0.18,23.3,-1.58,424.12,19.9,7.5,1
22.6,15.6,36.6,0.18,23.3,-1.58,424.12,19.9,7.5,0
22.8,11.4,25.3,4.15,21.5,-1.62,342.29,15.9,1.2,1
22.8,11.4,25.3,4.15,21.5,-1.62,342.29,15.9,1.2,0
21.4,13.6,31.1,2.67,11.9,0.53,2.69,17.5,5.2,1
